ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0087,2.0688,9.523,0.0046,2.0987,9.5794,0.049,0.0143,0.0617,-0.0333,0.0445,0.0031,228,-23.52,-21.57,-8.14,129.49,-12.36,-0.03,2,37.077,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,15,2018-08-07 16:59:45:228
-0.6563,1.1225,9.4266,-0.6766,1.2542,9.7026,0.0049,-0.1107,-0.1708,-0.0738,0.0418,0.0099,284,-21.46,-21.37,-11.82,131.75,-7.61,3.85,2,38.277,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,515,2018-08-07 16:59:45:728
-0.6378,1.1351,9.435,-0.6245,1.1955,9.7134,-0.0339,-0.0622,-0.1327,0.016,0.0024,0.0195,320,-22.67,-22.3,-10.91,131.15,-7,3.68,2,35.972,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,1015,2018-08-07 16:59:46:228
-0.6665,0.9322,9.3087,-0.5301,0.9909,9.742,-0.1432,-0.0933,0.691,-0.0056,0.115,0.0164,368,-23.27,-22.5,-10.61,131.58,-5.8,3.11,2,37.744,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,1515,2018-08-07 16:59:46:728
-1.7487,0.6796,8.8197,-0.7627,1.3017,9.6899,-0.7067,-0.3673,-1.0202,0.6169,0.2453,0.1436,416,-22.4,-23.73,-7.79,136,-5.5,3.62,2,39.119,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,2015,2018-08-07 16:59:47:228
-0.8987,1.3997,9.6654,-1.2699,1.2553,9.6427,0.4766,0.1608,0.1557,0.0549,0.2385,-0.1964,400,-22.05,-21.62,-10.28,132.24,-7.24,6.64,2,37.895,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,2515,2018-08-07 16:59:47:728
-0.9221,1.863,9.5325,-0.3242,1.4504,9.6934,-0.2768,0.5197,-0.051,0.0748,-0.2378,-0.2767,320,-18.25,-23.5,-9.57,139.37,-8.51,1.92,2,49.021,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,3015,2018-08-07 16:59:48:228
-0.3971,1.4924,10.0395,-0.2831,1.4993,9.6872,-0.0587,-0.0204,0.2634,-0.1413,0.1641,0.0954,312,-19.44,-23.73,-9.28,139.3,-9.28,1.16,2,45.121,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,3515,2018-08-07 16:59:48:728
-0.7575,1.3542,9.6744,-0.6754,1.457,9.6743,0.1005,-0.0915,-0.1531,0.0219,0.0253,0.0535,332,-20.03,-23.2,-10.84,135.82,-8.54,3.99,2,47.507,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,4015,2018-08-07 16:59:49:228
-1.2507,1.1746,9.1477,-0.7478,1.3885,9.679,-0.1827,0.0032,0.0618,-0.2971,0.2334,0.208,356,-20.92,-23.22,-11.48,134.55,-8.14,4.42,2,52.598,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,4515,2018-08-07 16:59:49:728
-1.5703,0.2062,9.2632,-1.4815,0.4524,9.6835,-0.0929,-0.2505,-0.3877,-0.0987,0.0633,0.061,432,-23.54,-21.26,-12.79,128.61,-2.97,8.48,2,42.381,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,5015,2018-08-07 16:59:50:228
-1.2495,-0.1099,9.6535,-0.9335,0.0307,9.7621,0.1159,-0.0657,0.3959,-0.0214,0.0708,-0.6682,436,-22.91,-20.26,-11.54,129.72,-0.18,5.46,2,45.499,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,5515,2018-08-07 16:59:50:728
-1.2662,-0.1757,9.6702,-0.9646,-0.1538,9.7579,-0.2739,0.0331,-0.0839,-0.0822,0.058,-0.2307,400,-20.06,-24.04,-11.15,138.98,0.54,5.43,2,50.733,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,6015,2018-08-07 16:59:51:228
-0.9646,-0.3762,9.8085,-0.9508,-0.2434,9.7574,0.0016,-0.0801,0.0271,0.0111,0.0063,-0.0352,404,-17.37,-23.21,-12.34,142.12,1.42,5.57,2,46.769,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,6515,2018-08-07 16:59:51:728
-2.4651,0.8891,6.3489,-1.9967,1.3816,9.5013,0.6048,-0.2111,-2.3518,0.7267,0.6623,-0.3557,360,-15.1,-27.29,-8.54,148.17,-5.86,9.4,2,45.725,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,7015,2018-08-07 16:59:52:228
-0.2708,0.2157,10.319,-0.8263,-0.6697,9.7488,0.4064,0.8803,0.5342,-0.2693,-0.0479,0.3589,400,-19.12,-21.69,-14.55,138.3,3.19,4.97,2,52.655,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,7515,2018-08-07 16:59:52:728
-2.3346,-2.3149,9.6337,-2.5348,-1.3615,9.375,0.5227,-0.7551,-0.2498,-0.1123,0.4899,0.1556,268,-18.41,-16.92,-20.45,130.45,7.66,13.41,2,52.789,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,8015,2018-08-07 16:59:53:228
-2.6585,-1.6607,9.3979,-3.1155,-1.7192,9.1383,0.2359,0.1148,0.2552,0.0274,-0.0944,0.2291,108,277.43,-27.15,-78.05,256.89,10.1,18.83,2,44.566,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,8515,2018-08-07 16:59:53:728
-3.0619,-2.1737,9.3314,-3.1919,-2.1813,9.0124,0.1044,0.0872,0.069,-0.2663,0.0315,-0.0004,92,1170.6,-38.32,-737.72,253.03,12,19.34,2,42.304,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,9015,2018-08-07 16:59:54:228
-3.2253,-2.7758,9.0429,-3.3718,-2.7721,8.7816,0.0429,0.0791,0.0973,-0.1569,-0.1263,0.1295,80,1847.7,-236.17,-196.76,254.32,16.09,21.27,2,36.562,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,9515,2018-08-07 16:59:54:728
-3.3839,-2.8057,8.8729,-3.3712,-2.7894,8.7764,0.0174,0.0273,0.0645,0.0072,-0.0518,-0.015,84,651.5,-1108.37,-342.65,201.67,16.53,21.01,2,40.966,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,10016,2018-08-07 16:59:55:229
-2.9111,-2.4275,9.1555,-2.9361,-2.4655,9.0262,0.0341,0.0409,0.1181,0.026,-0.0659,0.0175,92,651.01,-839.34,-360.85,208,14.67,18.24,2,49.72,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,10516,2018-08-07 16:59:55:729
-2.027,-0.6905,9.3889,-1.4576,-0.4949,9.6851,-0.4765,-0.2381,-0.2896,0.5739,0.1434,-0.9448,268,5.96,-38.16,-44.55,178.91,2.89,8.56,2,45.695,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,11015,2018-08-07 16:59:56:228
-0.9586,-0.077,9.6098,-0.7707,-0.0992,9.7758,-0.2717,-0.016,-0.6833,-0.0356,-0.1354,-0.1231,252,10.06,-32.74,-33.05,192.09,0.42,4.94,2,42.624,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,11516,2018-08-07 16:59:56:729
-1.186,3.9812,10.3029,-0.6966,4.0595,8.8997,-0.5613,-0.3188,1.071,1.6132,0.3996,1.3093,172,2.23,-30.69,-16.83,181.47,-18.64,4.66,2,38.353,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,12016,2018-08-07 16:59:57:229
1.6721,5.8499,2.8892,1.8794,8.0196,5.322,-0.5894,-2.6539,-1.9169,1.3531,-0.0292,0.9393,44,-7.24,-13.84,-5.39,114.95,-54.86,-19.45,2,42.849,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,12515,2018-08-07 16:59:57:728
2.0635,6.7902,5.7485,2.2569,6.9836,6.5043,-0.0501,-0.0743,-0.3507,-0.3852,0.1947,-0.2762,48,-8.58,-17.67,-9.41,128.9,-45.41,-19.14,2,42.593,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,13016,2018-08-07 16:59:58:229
0.7126,4.4445,7.8093,0.5067,4.6793,8.6034,0.2392,-0.2126,-0.7409,-0.0094,-0.382,0.0138,320,-7.3,-22.42,-18.64,148.04,-28.52,-2,2,44.277,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,13515,2018-08-07 16:59:58:728
2.9093,5.1586,9.1118,1.0626,4.2109,8.7926,-0.824,-0.3913,1.3791,0.5989,-0.9397,0.4969,460,-8.2,-23.21,-16.17,156.02,-25.43,-6.89,2,47.98,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,14015,2018-08-07 16:59:59:228
0.2038,4.5534,8.3301,0.163,4.5194,8.7017,-0.1751,-0.1506,0.1481,0.2802,0.0899,-0.002,200,-7.47,-27.71,-17.67,158.01,-27.44,-1.07,2,44.164,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,14515,2018-08-07 16:59:59:728
0.032,4.4978,7.6333,-0.3941,5.3228,8.2269,0.1708,-0.7959,-0.3056,1.7073,-0.23,0.1761,196,-3.3,-26.4,-21.31,162.42,-27.03,3.7,2,40.224,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,15015,2018-08-07 17:00:00:228
-0.533,4.7408,8.2163,-0.4571,4.6835,8.6038,-0.1767,-0.1871,0.1263,0.5819,-0.0407,-0.0162,188,-2.75,-28.09,-20.66,164.34,-28.53,3.04,2,47.531,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,15515,2018-08-07 17:00:00:728
-0.3379,3.9621,9.5242,-0.2143,4.1908,8.8635,0.0835,0.1727,-0.5601,-0.4427,0.2517,0.1642,168,-3.07,-28.62,-20.36,169.01,-26.77,0.81,2,40.491,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,16015,2018-08-07 17:00:01:228
-0.351,4.1907,8.6766,-0.3631,4.2406,8.8349,0.0562,-0.0223,-0.1236,0.0773,0.0992,-0.0114,196,-3.97,-29.35,-19.75,165.15,-25.35,2,2,41.052,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,16515,2018-08-07 17:00:01:728
-0.7928,4.423,8.2588,-0.7896,4.5055,8.6745,0.0569,-0.024,-0.3619,0.0396,0.3268,-0.0233,148,-4.88,-29.69,-21.01,159.47,-27.21,4.03,2,38.92,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,17015,2018-08-07 17:00:02:228
-0.9322,3.9501,8.8909,-0.8923,3.922,8.9438,-0.1982,-0.0228,0.1028,-0.0589,-0.2597,0.0523,216,-4.56,-28.6,-22.86,157.62,-23.57,5.7,2,42.821,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,17516,2018-08-07 17:00:02:729
-0.357,2.9691,9.2201,-0.2183,3.0826,9.307,-0.1671,-0.0824,0.0664,-0.0454,-0.2139,-0.0434,588,-5.8,-30.01,-22.88,162.23,-18.49,2.01,2,44.755,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,18015,2018-08-07 17:00:03:228
-0.3469,3.1852,8.9783,-0.4623,3.2823,9.2295,0.1656,-0.0772,-0.0136,-0.0754,0.2133,0.0434,520,-6.98,-29.86,-23.83,158.09,-19.55,2.87,2,38.639,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,18515,2018-08-07 17:00:03:728
-0.6114,3.269,9.42,-0.4804,3.263,9.2354,-0.1005,0.1429,0.1169,0.0368,-0.1409,-0.0846,544,-4.86,-28.02,-25.66,160.44,-19.44,2.98,2,41.376,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,19016,2018-08-07 17:00:04:229
-0.9322,2.7398,9.3721,-1.0091,2.8923,9.3159,0.0758,-0.0754,0.0946,-0.2121,0.1748,-0.07,596,-4.91,-29.32,-27.51,158.17,-17.91,5.54,2,38.559,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,19517,2018-08-07 17:00:04:730
0.6761,2.5459,8.6114,-0.2413,2.2086,9.5517,-0.2825,-1.1919,0.4866,0.3115,-0.932,-0.0791,280,0.33,-33.1,-23.97,178.7,-13.02,1.45,2,42.977,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,20016,2018-08-07 17:00:05:229
-0.7826,1.0603,6.9229,-0.3099,1.8759,9.6206,0.6975,-0.7554,0.159,0.187,-0.4152,-1.0423,260,15.1,-34.82,-24.27,204.92,-10.62,2.66,2,50.778,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,20515,2018-08-07 17:00:05:728
-3.1708,-0.4002,10.3172,-1.9463,-0.1283,9.6107,-0.5085,-0.5074,0.7818,-0.2947,0.2945,-0.213,220,142.37,-25.95,-58.24,258.89,-0.43,10.41,2,54.791,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,21016,2018-08-07 17:00:06:229
-0.888,-1.3363,9.5272,-0.8349,-1.0961,9.7094,-0.5481,0.0671,0.5805,0.1563,-0.3005,0.0392,148,235.2,-36.53,-52.23,258.63,6.98,5.89,2,55.376,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,21516,2018-08-07 17:00:06:729
-1.347,-0.9802,9.3213,-0.8157,-0.9612,9.7253,-0.421,0.0114,0.253,-0.033,0.0328,-0.1148,208,266.65,-66.51,-85.09,253.41,5.62,4.79,2,49.677,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,22015,2018-08-07 17:00:07:228
-1.3806,-1.7667,9.6894,-1.4141,-1.5209,9.5842,-0.177,-0.1689,0.0138,-0.0655,0.0445,-0.0139,172,837.28,-6.14,34.79,268.71,8.68,8.23,2,43.773,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,22516,2018-08-07 17:00:07:729
-1.6727,-1.875,9.5721,-1.4211,-1.3476,9.6091,-0.2522,-0.6638,-0.0632,0.1314,-0.1608,0.4761,208,93.18,-21.68,-28.65,252.54,7.9,8.41,2,44.555,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,23015,2018-08-07 17:00:08:228
-1.4787,-1.4716,9.5361,-1.2599,-1.2696,9.6422,-0.2387,0.0191,-0.1274,0.0191,-0.0423,0.0466,256,43.05,-20.55,-36.49,235.43,7.44,7.44,2,42.159,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,23516,2018-08-07 17:00:08:729
-1.7379,-1.6404,9.265,-1.5484,-1.7314,9.5276,-0.2927,0.1686,-0.1288,-0.0978,0.1284,-0.0821,208,50.38,-12.84,-40.43,244.29,9.81,8.8,2,48.29,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,24015,2018-08-07 17:00:09:228
-2.4771,-2.5585,10.8727,-2.3133,-2.1176,9.2917,-0.216,-0.1837,1.0828,0.0237,0.0305,0.0086,96,228.93,76.18,-104.61,281.56,12.47,13.98,2,35.958,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,24516,2018-08-07 17:00:09:729
-1.6912,-1.3794,9.7744,-1.5749,-1.3155,9.5896,-0.152,0.0226,0.4644,-0.071,-0.0644,0.2352,268,29.74,-29.34,-33.6,215.41,7.71,9.33,2,39.948,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,25015,2018-08-07 17:00:10:228
-1.0777,-0.5755,9.5954,-0.706,-0.3529,9.7748,-0.325,-0.2226,-0.1696,0.159,-0.0565,0.5972,608,21.31,-33.62,-32.82,207.48,2.73,4.21,2,39.656,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,25516,2018-08-07 17:00:10:729
-0.2762,-0.0925,9.7989,-1.0895,0.0493,9.7458,1.0658,-0.4105,-0.3069,-0.2256,-0.2053,1.7791,864,0.91,-32.05,-29.84,175.01,-0.36,7.22,2,36.35,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,26015,2018-08-07 17:00:11:228
-0.3726,0.278,10.4777,-0.3983,0.6363,9.7779,0.091,-0.0416,0.839,0.4379,0.0582,0.341,652,-12.05,-20.29,-28.65,143.97,-3.72,2.33,2,44.513,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,26515,2018-08-07 17:00:11:728
1.0711,1.4865,9.4745,-0.4851,1.0778,9.7352,1.3689,0.3945,-0.2455,-0.286,-0.0942,-0.0943,328,-13.03,-23.42,-27.41,143.32,-7.27,3.28,2,44.188,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,27015,2018-08-07 17:00:12:228
-0.0182,1.0747,9.4966,-0.9701,1.1224,9.6938,-1.3255,0.3432,1.0518,0.1327,0.4022,0.4109,352,-13.02,-22.66,-29.89,140.88,-6.57,5.71,2,44.866,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,27515,2018-08-07 17:00:12:728
-0.794,1.6092,9.2141,-0.1771,1.6472,9.6657,-0.5635,-0.0285,-0.5049,0.0068,0.3237,0.1176,280,-11.29,-24.91,-25.82,151.59,-9.64,-0.05,2,45.899,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,28015,2018-08-07 17:00:13:228
-0.8101,2.024,9.0597,-0.1036,2.5639,9.465,0.2391,-0.0663,-0.6402,-0.0619,0.0163,-0.4345,224,-12.69,-22.64,-24.62,139.95,-15.37,0.19,2,45.173,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,28516,2018-08-07 17:00:13:729
-0.3648,0.7311,10.2664,-0.7879,0.5978,9.7567,0.7886,0.3874,0.5686,-0.232,-0.0779,0.3053,572,-11.85,-23.11,-30.17,145.85,-3.49,4.62,2,49.355,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,29015,2018-08-07 17:00:14:228
-0.7102,0.2104,11.4593,-1.1956,0.313,9.7285,0.0831,0.1291,0.8279,0.1497,-0.1157,0.1752,716,-11.45,-19.09,-33.6,140.09,-1.23,7.44,2,40.233,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,29515,2018-08-07 17:00:14:728
-2.2467,1.918,9.3871,-0.4979,1.3082,9.7062,-1.613,0.7406,-0.2381,-0.371,-1.0336,-0.584,644,-7.26,-28.59,-27.25,161.61,-7.67,2.94,2,37.007,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,30015,2018-08-07 17:00:15:228
-1.2926,0.77,12.4571,-2.7021,0.8429,9.3893,-1.4534,-1.3355,2.4696,-0.8138,0.2451,-1.6798,612,1.75,-34.48,-26.71,170.63,-9.29,14.5,2,50.288,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,30516,2018-08-07 17:00:15:729
0.0123,0.1254,9.9653,-1.3293,0.1969,9.7141,1.3369,-0.0293,0.3085,-0.2126,-1.0549,-0.6827,588,5.89,-34.23,-29.1,180.18,-2.27,11.49,2,51.687,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,31015,2018-08-07 17:00:16:228
-0.703,0.1152,8.6916,0.1752,0.8642,9.7669,-0.6673,-0.6252,-0.8639,1.0605,0.0148,-1.7341,392,19.77,-36.98,-24.77,209.54,-1.34,-1.48,2,45.557,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,31516,2018-08-07 17:00:16:729
0.1194,-0.2601,9.8438,0.8541,1.2685,9.6867,-0.9058,-1.6687,0.8467,0.0001,-0.0226,-1.0378,388,34.15,-32.07,-26.68,231.68,-7.43,-5.04,2,46.161,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,32015,2018-08-07 17:00:17:228
-0.4546,2.1161,8.6263,0.1096,1.9126,9.6177,-0.0549,0.1504,-1.163,0.0934,0.2922,0.0127,400,36.93,-29.17,-23.25,237.12,-10.89,-1.65,2,34.02,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,32515,2018-08-07 17:00:17:728
-1.21,-0.5294,10.2508,-0.0176,1.1702,9.7366,-1.049,-1.5983,-0.1702,-0.3827,0.0672,-0.0329,572,34.25,-28.46,-28.26,234.24,-6.85,0.1,2,44.817,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,33015,2018-08-07 17:00:18:228
-1.2441,-1.1346,10.0066,-0.8556,-0.7229,9.7425,-0.0381,-0.2651,0.343,-0.2276,0.1806,-0.2426,312,36.67,-26.77,-30.39,229.37,4.23,5.02,2,36.603,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,33515,2018-08-07 17:00:18:728
-1.0723,-1.9714,9.8103,-1.1618,-1.839,9.5624,0.0761,-0.104,0.1653,-0.2421,0.1695,0.0161,276,52.29,-28.85,-34.69,233.35,9.98,6.33,2,37.352,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,34015,2018-08-07 17:00:19:228
-0.5378,-2.0965,9.5691,-0.5996,-1.7797,9.6251,-0.1737,-0.0026,0.0451,0.0222,-0.0035,-0.0391,284,67.77,-27.23,-32.53,243.17,10.46,3.56,2,33.509,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,34515,2018-08-07 17:00:19:728
-0.7641,-1.6368,9.6666,-0.4467,-1.3954,9.6966,-0.1746,-0.2066,-0.0143,-0.0001,0.0755,-0.1178,296,30.69,-11.01,-22.59,244.47,8.14,2.42,2,37.334,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,35015,2018-08-07 17:00:20:228
-0.5103,-1.881,9.6265,-0.4309,-1.708,9.6471,-0.3863,-0.0858,-0.0496,0.0269,-0.0883,-0.1593,328,155.09,70.89,-34.91,292.18,10.09,2.92,2,44.916,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,35516,2018-08-07 17:00:20:729
-0.5462,-1.6559,9.7379,-0.445,-1.6497,9.6567,-0.1246,-0.0466,0.0034,0.0049,-0.0012,0.0177,344,162.48,87.42,-72.95,294.51,9.67,2.54,2,47.067,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,36015,2018-08-07 17:00:21:228
-0.4995,-1.6745,9.7337,-0.463,-1.6616,9.6538,-0.0552,-0.04,-0.0221,-0.0014,0.0132,-0.0114,352,161.91,89.82,-80.1,295.05,9.75,2.75,2,45.644,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,36516,2018-08-07 17:00:21:729
-0.4169,-1.6643,9.7097,-0.434,-1.6593,9.6555,0.0103,-0.0004,-0.0048,0.0061,0.0027,0.0283,360,161.93,91.29,-83.83,295.15,9.77,2.56,2,47.971,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,37015,2018-08-07 17:00:22:228
-0.463,-1.6392,9.6942,-0.4542,-1.6251,9.6604,0.0167,0.0086,-0.0062,0.0057,0.0074,0.0021,348,164.33,94.65,-96.49,295.66,9.54,2.69,2,44.003,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,37515,2018-08-07 17:00:22:728
-0.6006,-1.6553,9.7456,-0.482,-1.5955,9.664,-0.0595,-0.0476,-0.0133,0.0047,-0.0102,0.0182,336,167.67,107,-141.7,296.79,9.36,2.86,2,44.695,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,38015,2018-08-07 17:00:23:228
0.5186,-0.7132,10.6399,0.1117,-0.5911,9.7882,0.1312,-0.1448,1.0812,0.3711,-0.0008,-0.1071,324,32.51,-26,-33.88,229.31,4.73,-0.62,2,42.406,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,38515,2018-08-07 17:00:23:728
-0.2128,0.5455,8.9394,-0.5121,1.2047,9.7189,0.1185,-0.8937,-1.2473,0.4295,-0.2371,-0.7435,472,43.05,-22.55,-26.57,245.14,-7.06,3.02,2,41.849,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,39016,2018-08-07 17:00:24:229
0.1547,1.1716,9.7965,0.2182,1.3573,9.7098,-0.266,0.0386,-0.3938,-0.1455,-0.3484,-1.3556,476,50.42,-5.11,-27.49,268.73,-8.36,-0.78,2,42.15,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,39515,2018-08-07 17:00:24:728
-0.0751,1.6672,8.7754,0.5608,1.6122,9.657,-0.6343,0.0497,-0.7134,0.0597,-0.0585,-0.6777,436,46.36,17.14,-30.22,293.8,-9.1,-3.56,2,46.192,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,40015,2018-08-07 17:00:25:228
-0.7784,1.0663,9.7887,0.2844,1.8538,9.6256,-1.0943,-0.6403,-0.8223,-0.3564,-0.0017,-1.103,128,35.06,25.86,-32.38,311.1,-12.02,-2.58,2,42.726,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,40517,2018-08-07 17:00:25:730
1.0412,0.436,9.2375,0.9213,1.0456,9.7071,-0.1966,-0.8444,2.2784,0.0356,-0.1144,-0.7252,48,19.82,31.43,-31.19,326.04,-6.12,-5.42,2,37.617,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,41015,2018-08-07 17:00:26:228
0.5803,1.0489,10.0144,0.7994,0.9827,9.7245,-0.3272,-0.028,1.0343,-0.2402,-0.1444,0.0759,24,12.19,33.6,-29.81,339.09,-6.61,-4.22,2,39.035,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,41516,2018-08-07 17:00:26:729
0.7317,-0.1057,9.1788,1.6857,1.5257,9.5394,-1.2269,-1.564,-0.7216,0.3745,0.0054,0.6687,24,18.97,33.18,-34.31,326.56,-8.95,-10.02,2,41.735,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,42015,2018-08-07 17:00:27:228
1.7768,0.9544,10.8488,1.0492,1.2813,9.6658,-0.3665,0.0223,0.0726,-0.1008,-0.0384,0.4642,24,26.69,33.89,-35.4,321.05,-7.51,-6.19,2,42.916,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,42516,2018-08-07 17:00:27:729
0.0141,1.326,9.6199,1.0369,1.2199,9.6751,-0.9864,0.0998,-0.0456,0.1805,0.0212,0.0821,20,22.59,35.39,-34.88,325.26,-6.55,-6.25,2,45.016,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 27,43015,2018-08-07 17:00:28:228
1.1752,1.28,9.3051,0.9782,1.1846,9.6856,0.1704,-0.0034,-0.4054,-0.0447,-0.2089,-0.3804,20,17.84,35.18,-34.97,331.05,-6.94,-5.77,2,39.3,12.925628,77.68656,0,2909.56913139105,0,78.49677,0,0 / 19,43516,2018-08-07 17:00:28:729
