ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.1656,8.3031,0.794,-0.5585,9.4103,2.7029,0.9201,-1.6665,-0.9772,-0.7489,0.9545,0.0951,576,3.54,-22.75,7.59,204.92,-75.87,13.11,2,60.914,12.922365,77.68576,2561.29,2909.56913139105,3.13,58.722576,192.9,16 / 30,671515,2018-08-07 17:10:56:728
0.4322,6.6546,1.105,-0.465,9.4964,2.4025,1.5356,-2.6975,0.9278,-0.7439,-0.25,0.6747,564,-0.85,-20.9,7.48,190.47,-77.35,25.15,2,57.493,12.922365,77.68576,2561.29,2909.56913139105,3.13,58.722576,192.9,16 / 30,672015,2018-08-07 17:10:57:228
-1.0885,9.7548,2.4014,0.6513,9.6385,1.6867,2.6922,1.1363,3.3462,0.6512,-2.593,-0.2486,524,-3.04,-15.65,9.87,149.93,-79.38,-21.11,0,50.979,12.922365,77.68576,2561.29,2909.56913139105,3.13,58.722576,192.9,11 / 30,672515,2018-08-07 17:10:57:728
-0.6366,12.36,1.6242,-0.9128,9.4417,2.4884,0.918,2.8499,-0.5026,-0.9431,-1.4263,-1.0625,468,-7.42,-22.39,8.29,161.12,-78.35,14.87,0,51.329,12.922365,77.68576,2561.29,2909.56913139105,3.13,58.722576,192.9,11 / 30,673015,2018-08-07 17:10:58:228
-0.6348,10.2463,-1.1037,-0.4053,9.6438,1.7328,1.1652,-0.5625,-1.5272,0.1844,0.1951,0.3669,224,-13,-21.17,10.33,152.26,-78.43,18.29,0,64.593,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,11 / 30,673516,2018-08-07 17:10:58:729
3.6781,8.6577,3.5488,-0.3323,9.461,2.5591,0.9994,-1.8421,0.1513,-0.8365,0.9847,0.8176,728,-5.38,-26.21,19.81,174.88,-74.74,7.4,0,64.241,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,11 / 30,674015,2018-08-07 17:10:59:228
0.284,5.6132,0.7853,-0.3572,9.6673,1.6082,0.8308,-4.2519,-0.0488,-0.4536,0.9989,0.6066,800,5.48,-18.43,23.28,213.77,-81.18,24.94,2,59.663,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,674515,2018-08-07 17:10:59:728
0.9053,10.544,4.0079,0.5043,9.568,2.0902,1.5045,1.733,5.5786,-0.2798,-2.3935,-0.381,596,0.84,-20.28,18.27,171.48,-77.33,-13.56,0,55.139,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,675015,2018-08-07 17:11:00:228
0.5339,16.8959,3.0467,-0.6031,9.452,2.5428,1.345,2.2802,-0.839,-0.4229,-2.8055,-0.2618,464,-3.6,-24.08,15.72,185.9,-76.03,21.83,0,57.672,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,675516,2018-08-07 17:11:00:729
1.5377,8.643,1.3956,0.0248,9.6219,1.8945,1.0055,-0.7903,-1.4618,-0.1168,-1.0633,0.2024,500,-2.09,-20.42,16.95,180.34,-79.1,7.12,0,61.065,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,676015,2018-08-07 17:11:01:228
2.745,8.5491,3.9771,-0.3838,9.3574,2.9089,1.528,-1.1155,0.693,-1.0106,0.9658,0.6319,708,13.21,-24.6,21.62,217.53,-75.65,14.66,0,59.456,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,676515,2018-08-07 17:11:01:728
2.5408,5.4366,4.0486,-0.636,9.7112,1.2079,-1.4743,-3.5009,0.0449,-1.0126,2.4653,1.3834,672,12.4,-18.69,23.32,231.02,-82,27.77,2,57.934,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,677016,2018-08-07 17:11:02:229
0.8221,9.8671,2.0019,0.6668,9.6228,1.7684,0.4007,0.435,0.2406,-0.4354,-0.2837,-0.3846,688,11.08,-20.39,22.88,176.7,-79.7,-29.27,2,60.04,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,677515,2018-08-07 17:11:02:728
-1.0256,7.3169,5.4549,-0.0513,9.6418,1.7898,2.0591,0.521,-1.2811,-0.2258,-2.3505,-0.4687,492,9.75,-22.69,23.34,201.89,-79.48,1.64,0,58.925,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,678015,2018-08-07 17:11:03:228
1.8124,12.685,2.511,0.4443,9.4189,2.6939,0.8549,2.8623,1.2947,-0.3033,-0.0603,0.1705,332,0.47,-26.18,17.41,173.24,-73.83,-9.36,0,60.788,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,678515,2018-08-07 17:11:03:728
1.4006,10.2645,2.3092,-0.1399,9.5736,2.1205,1.6186,1.2416,-0.058,0.3725,2.0545,0.2884,452,10.41,-24.72,18,204.15,-76.12,1.34,2,67.253,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,679015,2018-08-07 17:11:04:228
0.2463,7.3936,-3.3761,-0.4154,9.6959,1.41,1.5251,-2.9088,-3.4865,-0.6577,0.8759,0.3168,436,8.04,-19.41,17.3,226.81,-82.76,26.73,0,66.582,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,679515,2018-08-07 17:11:04:728
-3.9519,7.97,4.6358,-0.2793,9.6206,1.8807,-1.051,2.5703,3.0364,0.3175,-1.2076,-1.1712,504,17.81,-20.11,15.92,230.17,-78.82,8.45,2,65.856,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,680015,2018-08-07 17:11:05:228
-0.1745,8.6876,2.9461,-0.9095,9.5624,1.9758,0.3555,-0.4362,1.3447,-0.227,-1.2501,-0.708,280,5.06,-20.13,14.77,211.67,-78.95,20.1,0,62.386,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,680515,2018-08-07 17:11:05:728
-0.5246,14.6357,0.7222,-0.0878,9.6441,1.7762,1.0467,1.4355,-0.7995,-0.011,-0.0113,0.4456,296,-1.43,-19.11,10.06,177.83,-79.55,2.83,0,59.534,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,681015,2018-08-07 17:11:06:228
1.5021,9.6106,1.5521,-0.6113,9.4217,2.6511,1.7615,-0.7833,-0.7078,-0.3466,0.7143,0.078,360,10.09,-23.79,10.98,219.54,-73.89,12.98,0,59.748,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,681515,2018-08-07 17:11:06:728
1.7038,8.6936,-5.0745,0.1692,9.6658,1.6472,2.2937,-1.8901,-3.1344,0.7564,2.4068,0.7512,368,4.83,-21.89,13.35,196.48,-77.53,0.64,2,55.083,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,682015,2018-08-07 17:11:07:228
-3.1556,5.8885,2.7968,-0.1254,9.5443,2.2496,-3.0798,-2.5784,1.3093,-0.3698,-0.2684,-0.9458,272,8.07,-23.7,16.27,191.33,-77.89,-12.3,2,61.537,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,682515,2018-08-07 17:11:07:728
-5.7174,8.4605,6.6323,-0.7472,9.3875,2.7362,-0.2741,-1.9052,4.853,-0.3846,-0.9482,-1.0204,320,16.16,-24.86,15.03,228.67,-73.19,15.27,2,63.323,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,683016,2018-08-07 17:11:08:229
4.3996,13.3767,1.1208,0.8141,9.6184,1.7304,0.8732,5.3195,0.2914,0.4144,0.2836,0.7731,192,4.38,-22.68,16.94,181.57,-78.18,-11.28,0,59.552,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,683518,2018-08-07 17:11:08:731
0.1469,8.9669,1.0412,-0.487,9.5461,2.1923,1.4271,-0.0865,-1.3742,0.3116,2.6247,-0.1828,248,1.69,-25.68,18.42,194.5,-76.76,12.52,0,57.988,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,13 / 30,684015,2018-08-07 17:11:09:228
-0.7913,9.9212,4.0124,0.1514,9.6692,1.6293,2.0874,-1.8705,-5.298,0.091,1.8169,0.6174,220,4.13,-22.31,20.25,185.15,-80.39,-5.31,0,56.339,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,14 / 30,684515,2018-08-07 17:11:09:728
-1.6837,5.3226,1.518,0.0724,9.6036,1.9839,-1.7498,-3.818,-0.1503,-0.0474,0.013,-0.3068,200,15.13,-22.87,17.39,208.17,-78.43,-8.2,2,65.704,12.922295,77.68574,2641.94,2909.56913139105,3.28,73.40322,182.3,14 / 30,685015,2018-08-07 17:11:10:228
-6.2959,9.4439,-3.2929,-1.3905,9.6026,1.4237,-4.5333,-1.1053,5.5519,2.5021,-1.6346,-1.1459,324,16.28,-25.69,16.92,228.46,-73.48,18.03,2,61.348,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,685515,2018-08-07 17:11:10:728
4.0166,9.891,-0.8622,0.4109,9.6315,1.7989,-0.4108,4.8332,1.3008,0.55,0.7546,0.7285,184,-0.71,-22.87,15.93,166.85,-79.15,-12.87,0,59.599,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,686016,2018-08-07 17:11:11:229
-1.2567,9.7602,1.3294,-0.843,9.4216,2.587,-0.1555,0.5339,-1.1847,0.4326,0.6392,-0.2453,184,4.92,-28.09,14.77,200.31,-72.56,11.69,0,58.383,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,686516,2018-08-07 17:11:11:729
-1.2486,8.8899,1.2139,-0.1999,9.5972,2.0062,1.1935,-0.0059,-1.915,-0.3068,1.5905,-0.1737,116,-4.86,-20.95,12.72,168.08,-78.14,5.69,0,55.806,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,687015,2018-08-07 17:11:12:228
-1.7645,5.7413,-0.0326,-0.4123,9.5208,2.3139,-4.0444,-1.8132,1.0083,0.5984,0.7505,-0.6018,276,8.27,-23.59,19.52,205.84,-76.13,10.1,0,62.231,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,687515,2018-08-07 17:11:12:728
-5.715,9.1153,5.905,-1.5664,9.4349,2.168,-3.1923,-0.2837,5.7747,1.0066,-1.2111,-0.9253,204,17.53,-22.24,14.78,241.69,-73.42,24.57,0,63.127,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,688015,2018-08-07 17:11:13:228
2.4152,8.7759,3.5363,0.127,9.615,1.9252,-1.4224,5.7387,0.268,-0.0628,-0.1336,0.6241,148,6.24,-17.68,16.66,202.22,-78.73,6.64,0,65.429,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,688515,2018-08-07 17:11:13:728
-0.776,9.5142,0.8413,-0.8161,9.5443,2.1002,0.891,0.0139,-1.6386,-0.087,-0.2646,-0.3355,240,8.93,-14.65,20.63,219.62,-76.72,21.24,0,61.313,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,689015,2018-08-07 17:11:14:228
-2.3415,8.0951,0.9012,-1.4272,9.5592,1.6597,-0.8023,-0.3931,-2.4942,-0.0354,-0.1177,-0.1561,316,15.53,-11.1,17.07,256.32,-77.41,38.6,0,61.882,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,689515,2018-08-07 17:11:14:728
-0.4175,6.4996,1.6538,-1.0194,9.499,2.2136,-0.8504,-1.1533,-0.1257,-0.0009,0.1058,-0.6765,300,24.55,-12.26,9.15,268.33,-75.61,24.73,2,68.185,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,690016,2018-08-07 17:11:15:229
-8.5626,10.0805,11.708,-1.7064,9.0726,3.3086,1.1809,-1.0532,-0.2914,-0.644,-1.5871,-0.8399,232,8.59,-15.74,6.82,242.05,-73.93,29.69,0,61.829,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,690515,2018-08-07 17:11:15:728
-1.2393,15.0924,2.1488,-0.3234,9.5061,2.3873,-0.6747,4.8308,-0.3948,0.0456,0.5509,0.3572,224,6.45,-17.38,7.64,212.36,-75.78,7.71,0,62.507,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,691015,2018-08-07 17:11:16:228
-0.267,8.5159,1.5781,-0.7265,9.3198,2.9638,2.387,0.6424,-1.5749,-0.1214,1.1279,0.1389,252,8.43,-21.83,5.76,220.13,-71.94,12.24,0,63.73,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,691516,2018-08-07 17:11:16:729
-0.0838,8.4763,-3.5302,-0.4645,9.5468,2.1939,0.3817,-0.7415,-4.4791,-0.1999,2.1422,-0.2376,216,0.63,-23.24,6.67,185.56,-77.14,1.32,0,64.591,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,692015,2018-08-07 17:11:17:228
-2.3149,5.1041,-0.3603,-0.4749,9.5745,2.0675,-1.4623,-3.2698,0.0918,-0.0304,-0.1879,-0.8189,220,6.28,-24.71,11.67,199.51,-78.03,-0.02,0,61.811,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,692516,2018-08-07 17:11:17:729
-4.9698,9.8234,1.9115,-1.428,9.513,1.9063,-3.1574,-0.4339,7.2589,2.1302,-1.0587,-1.2032,176,5.97,-25.01,17.76,223.28,-75.94,36.84,2,58.502,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,14 / 30,693015,2018-08-07 17:11:18:228
1.0813,7.1326,2.7617,0.4441,9.519,2.3154,1.0741,-0.0579,0.7031,0.2139,-0.7876,0.2902,88,-6.43,-24.33,21.56,164.79,-75.57,-3.46,0,63.907,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,13 / 30,693515,2018-08-07 17:11:18:728
-2.1578,10.0068,1.5625,-1.1396,9.0122,3.6949,-1.9657,1.0708,-1.2377,0.1708,-1.4846,-0.4117,144,5.73,-31.29,21.07,202.32,-66.78,17.14,0,65.036,12.922154,77.68571,2558.06,2909.56913139105,3.06,73.40322,167.1,13 / 30,694015,2018-08-07 17:11:19:228
1.7636,7.1221,1.2196,-1.0201,9.5712,1.8765,0.3473,-2.434,-3.2543,0.5849,4.6101,1.3471,92,13.01,-22.14,28.32,222.53,-73.37,24.49,0,58.146,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,694516,2018-08-07 17:11:19:729
0.7009,5.7434,2.6157,-0.5726,9.7513,0.8688,0.6161,-3.0421,-0.0198,0.0534,0.3652,-0.5007,28,-0.11,-9.35,27.73,196.06,-84.49,16.48,0,58.677,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,695015,2018-08-07 17:11:20:228
-3.1822,9.2607,4.0382,0.3103,9.4455,2.6186,-3.0839,0.3026,1.5188,-0.9882,-0.6981,1.3418,288,-15.5,-13.57,19.85,157.26,-77.71,13.8,0,64.594,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,695515,2018-08-07 17:11:20:728
-1.034,9.4005,3.952,-1.3445,8.2634,5.1067,0.2946,0.9486,-1.6091,-0.7563,-0.0293,-0.5117,432,9.34,-32.13,22.5,203.16,-57.42,14.75,2,65.279,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,696015,2018-08-07 17:11:21:228
-1.1022,5.4324,9.1749,-2.0935,4.3227,8.55,0.8144,1.0245,0.8916,-0.407,-0.2318,0.02,1268,30.22,-39.17,2.06,222.72,-27.42,14.88,2,63.857,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,696515,2018-08-07 17:11:21:728
-0.2062,4.5567,7.2913,-0.16,5.2031,8.311,1.0287,-1.196,-1.3421,0.1369,-0.1946,0.0183,1360,33.79,-44.79,8.07,219.09,-32.04,1.1,2,61.402,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,697015,2018-08-07 17:11:22:228
1.3524,4.4382,8.8831,0.0009,5.5995,8.0508,1.5126,-0.2623,0.6037,0.4425,0.2761,-0.2231,1400,39.57,-44.43,7.76,223.71,-33.35,-1.28,2,59.801,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,697515,2018-08-07 17:11:22:728
0.6117,4.6732,7.0659,0.0179,5.1838,8.3245,0.735,0.6187,-1.1597,-0.4758,-0.3642,-0.3577,1400,45.81,-46.95,2.13,228.91,-33.43,0.43,2,62.275,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,698015,2018-08-07 17:11:23:228
-0.1903,5.5399,9.0241,0.0687,4.5037,8.7111,-0.5776,0.6101,-0.0555,0.0374,0.1764,0.0973,1984,38.79,-55.24,-3.39,219.21,-27.16,-0.95,2,61.456,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,698516,2018-08-07 17:11:23:729
0.2218,4.165,7.4622,-0.0226,4.343,8.7925,-0.1521,0.0532,-1.7613,-0.0273,0.1974,0.1998,2196,54.78,-61.44,-1.28,225.43,-26.29,0.15,2,58.433,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,699015,2018-08-07 17:11:24:228
0.1284,3.1055,7.5062,-0.7477,4.2588,8.8019,0.315,-1.0997,-0.2067,-0.3407,-0.1028,0.1532,2388,65.42,-55.06,0.6,233.73,-25.74,4.86,2,48.279,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,699516,2018-08-07 17:11:24:729
-2.2275,3.3342,12.4472,-0.4529,4.6816,8.6051,-1.5071,-0.7319,2.6596,0.2121,0.5217,0.7516,2684,71.32,-56.61,-3.76,236.72,-28.52,3.01,2,58.987,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,700015,2018-08-07 17:11:25:228
-2.1114,3.4575,11.0041,-1.0092,5.0248,8.3608,0.2385,-0.3463,-0.3007,0.0142,0.7765,0.655,2492,59.77,-72.56,7.91,223.41,-30.55,5.57,2,59.046,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,700515,2018-08-07 17:11:25:728
0.1844,4.2278,7.3499,-0.4505,4.4023,8.7514,0.6738,-0.1766,-1.1208,-0.0065,-0.0689,0.2117,1724,43.79,-89.87,6.09,208.4,-26.62,3.62,2,54.373,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,701016,2018-08-07 17:11:26:229
0.3214,4.0154,8.8562,-0.1833,3.9813,8.9602,0.4316,0.07,0.2047,-0.0663,-0.0987,0.0625,1604,44.24,-94.34,2.66,207.01,-24.18,1.66,2,41.171,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,701515,2018-08-07 17:11:26:728
1.1633,3.3372,9.0848,0.116,3.7293,9.0692,0.8264,-0.2022,-0.2342,-0.104,0.0014,0.0442,1712,52.66,-98.39,4.07,209.81,-22.35,-0.73,2,63.899,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,702015,2018-08-07 17:11:27:228
2.642,4.7522,7.5325,-0.6618,4.2592,8.8086,3.5836,0.4254,-1.9848,-0.016,0.1454,-0.8517,2224,45.07,-93.96,6.02,207.67,-25.85,2.76,2,56.881,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,702515,2018-08-07 17:11:27:728
0.0643,3.2073,8.5494,-0.6365,3.22,9.241,0.8143,-0.0505,-0.5834,-0.0021,0.4388,-0.7484,2700,57.91,-67.28,-15.48,224.88,-19.17,3.94,2,62.875,12.922054,77.68566,2574.19,2909.56913139105,1.58,68.509674,194.8,13 / 30,703015,2018-08-07 17:11:28:228
-4.0001,3.5958,7.1006,-0.6849,4.1244,8.8708,-2.367,-1.5284,-1.8708,0.6708,0.4257,0.5576,3136,57.04,-60.43,-11.29,229.4,-24.87,4.41,2,59.46,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,703515,2018-08-07 17:11:28:728
5.3139,4.8512,2.0905,4.9148,5.9501,6.0508,0.6542,-1.2576,-3.4264,0.2466,-0.8001,0.3502,3960,20.24,-83,26.09,181.03,-37.36,-34.88,2,46.148,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,704015,2018-08-07 17:11:29:228
6.687,5.3151,4.6241,6.652,5.2142,4.9732,0.7707,-0.3586,0.4724,-0.0065,-0.8282,-0.2385,2344,25.59,-103.78,37.48,173.77,-31.57,-50.69,2,58.16,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,704515,2018-08-07 17:11:29:728
6.2279,4.3185,6.2549,6.0176,4.6414,6.1981,0.2684,-0.218,0.1106,-0.033,0.6131,0.0953,676,14.91,-112.85,39.82,171.76,-28.25,-44.15,2,51.276,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,705015,2018-08-07 17:11:30:228
4.2653,5.1337,7.8949,4.4299,5.1747,7.0547,0.47,-0.1363,0.2998,0.1998,0.4135,-0.026,436,4.21,-111.66,46.14,170.17,-31.26,-33.34,2,37.611,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,705515,2018-08-07 17:11:30:728
4.4814,4.9539,7.0716,4.4776,5.2058,7.0015,0.1372,-0.0299,-0.1827,-0.1189,0.3845,0.1585,644,0.96,-110.56,47.87,167.81,-32.06,-32.6,2,38.059,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,706015,2018-08-07 17:11:31:228
4.1662,4.8722,7.0917,4.1386,4.9621,7.377,0.16,-0.0468,-0.0431,0.0128,0.0186,-0.0453,808,-9.1,-108.48,44.31,165.09,-30.4,-29.29,2,47.645,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,706516,2018-08-07 17:11:31:729
4.215,4.5894,7.4035,4.1889,4.9619,7.3487,0.1898,-0.2678,0.0475,-0.0546,-0.0366,0.0253,700,-6.87,-108.77,42.25,166.38,-30.63,-29.55,2,56.824,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,707015,2018-08-07 17:11:32:228
1.1019,4.1437,5.9625,1.9986,5.2449,8.0416,0.4137,-0.9568,-1.7163,-1.0747,0.137,-2.1224,1564,27.34,-94.79,18.49,191.73,-33.78,-19.58,2,52.223,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,707515,2018-08-07 17:11:32:728
-3.6045,-2.039,12.3589,-3.2494,-0.2515,9.2493,-0.8999,-0.8533,2.6775,-0.845,0.4113,-0.298,2376,70.3,-49.29,-27.78,228.48,1.47,19.36,2,58.848,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,708015,2018-08-07 17:11:33:228
-1.3384,0.0015,8.9582,-3.234,0.0049,9.2581,0.1772,1.0704,-2.0762,0.6159,0.1367,0.1698,1848,71.96,-26.27,-26.77,246.26,-0.03,19.26,2,58.724,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,708515,2018-08-07 17:11:33:728
-1.5763,-1.2669,7.4768,-1.7436,-0.1908,9.6485,-0.5292,-1.5297,0.0362,0.6125,-0.2478,-0.0039,1880,58.92,-14.65,-34.25,253.05,1.11,10.24,2,62.36,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,709015,2018-08-07 17:11:34:228
0.2373,1.584,11.4653,2.3461,1.4274,9.4143,-0.6338,-0.5462,1.5526,0.8355,-0.2198,1.0846,1408,48.37,-20.7,-42.12,252.7,-6.42,-12.87,2,62.331,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,709515,2018-08-07 17:11:34:728
5.6695,3.0738,6.5359,5.2701,5.055,6.5455,0.3774,-1.8508,0.0344,0.5884,-0.164,-0.0519,1968,39.61,-43.68,-39.26,237.69,-29.5,-37.59,2,66.521,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,710015,2018-08-07 17:11:35:228
-1.5341,4.2964,8.5087,2.7097,5.5538,7.6146,2.0957,-0.7525,-6.3588,-1.7998,2.6279,-1.6032,2816,49.75,-27.94,-29.03,253.26,-34.5,-19.59,2,66.018,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,710515,2018-08-07 17:11:35:728
-3.3223,2.9757,7.062,-2.1195,1.8225,9.3998,-1.2355,1.1334,-2.0729,0.2363,-0.2244,-0.428,1904,42.41,-10.86,-29.85,263.25,-10.1,13.01,2,68.715,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,13 / 31,711015,2018-08-07 17:11:36:228
-1.5966,0.0975,7.9605,-2.0912,2.3437,9.29,0.3103,-2.4324,-0.1878,0.8435,0.2179,-0.2535,1908,34.55,-15.89,-30.79,253.54,-11.41,11.63,2,68.802,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,14 / 31,711515,2018-08-07 17:11:36:728
-0.1493,-1.2214,10.082,-1.668,1.417,9.5593,1.6045,-1.0792,3.2784,-0.4956,-0.0748,1.1823,1892,33.65,-18.16,-32.44,246.98,-9.38,11.03,2,68.008,12.922002,77.6854,2635.48,2909.56913139105,8.89,83.19032,135.2,14 / 31,712015,2018-08-07 17:11:37:228
-1.336,4.7683,7.4816,-0.4529,4.243,8.8296,-0.6615,0.0945,-1.184,1.1647,0.0822,-0.3046,1440,26.79,-14.84,-30.27,259.94,-18.22,1.5,2,55.786,12.921933,77.68552,2651.61,2909.56913139105,2.38,48.935486,130.4,14 / 31,712515,2018-08-07 17:11:37:728
0.7323,4.9147,5.9176,-0.3358,4.8742,8.5029,0.958,-0.2489,-2.5683,0.2922,-0.0928,-0.1237,1224,18.75,-13.54,-26.19,271.87,-28.71,2.42,2,57.024,12.921933,77.68552,2651.61,2909.56913139105,2.38,48.935486,130.4,14 / 31,713016,2018-08-07 17:11:38:229
-0.7458,2.7563,8.4638,-0.3459,3.8848,8.9977,-0.9753,-0.9696,-0.1301,0.2321,0.008,0.0518,1212,11.78,-16.94,-23.79,241.84,-23.34,2.2,2,51.184,12.921933,77.68552,2651.61,2909.56913139105,2.38,48.935486,130.4,14 / 31,713515,2018-08-07 17:11:38:728
